Division,Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Yellow cards,Red cards,Non-penalty goals,Head goals,Shots,"Average pass length, m","Average long pass length, m",Conceded goals,Shots against,Clean sheets,xG against,Prevented goals,Penalties taken,Duels,PAdj Sliding tackles,PAdj Interceptions,Duels per 90,Successful defensive actions per 90,Defensive duels per 90,Aerial duels per 90,Sliding tackles per 90,Shots blocked per 90,Interceptions per 90,Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots per 90,Assists per 90,Crosses per 90,Crosses from left flank per 90,Crosses from right flank per 90,Crosses to goalie box per 90,Dribbles per 90,Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Forward passes per 90,Back passes per 90,Short / medium passes per 90,Long passes per 90,xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,Through passes per 90,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Vertical passes per 90,Conceded goals per 90,Shots against per 90,xG against per 90,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Corners per 90,Duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Shots on target per 90,Accurate crosses per 90,Accurate crosses from left flank per 90,Accurate crosses from right flank per 90,Successful dribbles per 90,Offensive duels won per 90,Accurate passes per 90,Accurate forward passes per 90,Accurate back passes per 90,Accurate long passes per 90,Accurate short / medium passes per 90,Accurate smart passes per 90,Accurate passes to final third per 90,Accurate passes to penalty area per 90,Accurate through passes per 90,Accurate progressive passes per 90,Accurate vertical passes per 90,Saves per 90,Accurate direct free kicks per 90,Penalties scored per 90,Penalties taken per 90,"Duels won, %","Defensive duels won, %","Aerial duels won, %","Shots on target, %","Goal conversion, %","Accurate crosses, %","Accurate crosses from left flank, %","Accurate crosses from right flank, %","Successful dribbles, %","Offensive duels won, %","Accurate passes, %","Accurate forward passes, %","Accurate back passes, %","Accurate short / medium passes, %","Accurate long passes, %","Accurate smart passes, %","Accurate passes to final third, %","Accurate passes to penalty area, %","Accurate through passes, %","Accurate progressive passes, %","Accurate vertical passes, %","Save rate, %","Direct free kicks on target, %","Penalty conversion, %"
NCAA D2,T. Rose,Tristen Rose,-281454,Charleston Golden Eagles,Charleston Golden Eagles,https://cdn5.wyscout.com/photos/team/public/g-3031_120x120.png,NCAA D2 Mountain East Conference,"LCB, RCB, RCB3",LCB,44,RCB,19,RCB3,16,0.0,,0,,26,2363,3.0,3.0,0.0,0.0,United States,['United States'],unknown,183,77,False,2.0,0.0,3.0,3.0,9.0,19.973333333333333,35.71666666666667,0.0,0.0,0,0.0,0.0,0.0,226.0,0.09666666666666666,6.676666666666667,8.60770207363521,5.370292001692763,2.7041895895048667,3.5801946677951757,0.0761743546339399,0.2285230639018197,3.161235717308506,0.4951333051206094,0.0761743546339399,0.0,0.5332204824375794,0.11426153195090985,0.11426153195090985,0.11426153195090985,0.11426153195090985,0.3427845958527296,0.0,0.1523487092678798,0.03808717731696995,0.11426153195090985,0.0,0.3046974185357596,1.3711383834109183,0.799830723656369,1.713922979263648,0.0,47.228099873042744,0.4951333051206094,0.761743546339399,64.40541684299619,22.89039356749894,3.732543377063055,61.24418112568768,3.008887008040626,0.0,0.1523487092678798,0.0761743546339399,0.0,0.03808717731696995,0.0761743546339399,7.7316969953449,0.4951333051206094,0.19043588658484975,0.2285230639018197,0.03808717731696995,8.98857384680491,32.22175201015658,0.0,0.0,0.0,0.0,2.6661024121878967,0.0,3.5801946677951757,0.0,0.0,0.0,5.522640710960643,2.1328819297503174,2.2471434617012274,0.19043588658484975,0.03808717731696995,0.0,0.03808717731696995,0.2666102412187897,0.6855691917054592,60.177740160812526,19.843419382141345,3.5801946677951757,1.4473127380448583,58.692340245450694,0.03808717731696995,5.1036817604739735,0.19043588658484975,0.0761743546339399,7.57934828607702,31.65044435040203,0.0,0.0,0.0,0.0,64.15929203539822,78.87323943661973,62.76595744680851,55.55555555555555,33.33333333333333,25.0,0.0,33.33333333333333,87.50000000000001,50.0,93.43583678296866,86.68885191347754,95.91836734693878,95.83333333333334,48.10126582278482,100.0,66.00985221674877,38.46153846153846,40.0,84.32203389830507,98.22695035460993,0.0,0.0,0.0
NCAA D2,J. Hermoso,Juan Hermoso Vanek,-130670,Charleston Golden Eagles,Charleston Golden Eagles,https://cdn5.wyscout.com/photos/team/public/g-3031_120x120.png,NCAA D2 Mountain East Conference,"RCB, CB, LCB",RCB,47,CB,27,LCB,15,23.0,2000-12-20,0,,26,2174,3.0,3.0,0.0,0.0,Argentina,['Argentina'],0,183,82,False,4.0,0.0,3.0,1.0,19.0,21.246666666666666,42.61333333333334,0.0,0.0,0,0.0,0.0,0.0,325.0,0.5266666666666667,7.966666666666666,13.45446182152714,6.830726770929163,4.0570377184912605,5.381784728610856,0.24839006439742412,0.3311867525298988,3.8086476540938365,0.703771849126035,0.1655933762649494,0.0,0.6623735050597976,0.12419503219871206,0.12419503219871206,0.12419503219871206,0.04139834406623735,0.7865685372585097,0.0,0.1655933762649494,0.0,0.1655933762649494,0.04139834406623735,0.4139834406623735,2.359705611775529,0.8693652253909844,1.4903403863845446,0.0,43.675252989880406,0.5381784728610856,0.6209751609935603,61.06255749770009,23.804047838086476,3.146274149034039,54.521619135234594,6.3753449862005525,0.0,0.20699172033118676,0.0827966881324747,0.0,0.04139834406623735,0.04139834406623735,10.101195952161914,0.9107635694572217,0.45538178472861085,0.3311867525298988,0.04139834406623735,10.970561177552899,29.144434222631094,0.0,0.0,0.0,0.0,1.7387304507819688,0.0,5.381784728610856,0.1655933762649494,0.04139834406623735,0.0,8.321067157313708,2.7736890524379025,3.4360625574977,0.3311867525298988,0.0,0.0,0.0,0.3311867525298988,1.1591536338546458,53.44526218951242,18.215271389144434,2.939282428702852,3.0220791168353265,50.42318307267709,0.0,0.0,0.24839006439742412,0.20699172033118676,8.528058877644895,27.902483900643976,0.0,0.0,0.0,0.0,61.846153846153854,68.36734693877551,63.84615384615384,42.10526315789473,15.789473684210526,0.0,0.0,0.0,80.0,49.12280701754386,87.52542372881355,76.52173913043478,93.42105263157893,92.48291571753985,47.402597402597394,0.0,0.0,27.272727272727277,45.45454545454546,77.73584905660378,95.73863636363636,0.0,0.0,0.0
NCAA D2,J. Silva,Joao Silva,-623367,Charleston Golden Eagles,Charleston Golden Eagles,https://cdn5.wyscout.com/photos/team/public/g-3031_120x120.png,NCAA D2 Mountain East Conference,"RB, RWB",RB,63,RWB,18,0,0,0.0,,0,,25,2109,4.0,5.0,5.0,4.0,United States,['United States'],unknown,152,0,False,7.0,0.0,3.0,2.0,28.0,19.06,33.84,0.0,0.0,0,0.0,0.0,1.0,425.0,0.8033333333333333,7.45,18.13655761024182,7.510668563300142,5.2062588904694165,4.054054054054054,0.5120910384068279,0.08534850640113797,3.712660028449502,1.8349928876244666,0.29871977240398295,0.0,4.864864864864865,0.17069701280227595,0.12802275960170698,0.21337126600284495,0.08534850640113797,1.1948790896159318,0.21337126600284495,4.779516358463727,0.04267425320056899,4.694167852062589,0.5974395448079659,2.9445234708392602,6.529160739687056,2.3044096728307255,2.0056899004267423,0.21337126600284495,40.156472261735416,2.2617354196301562,1.0668563300142246,51.67852062588905,18.008534850640114,9.473684210526315,43.14366998577525,4.011379800853485,0.17069701280227595,1.0668563300142246,0.08534850640113797,0.0,0.0,0.7681365576102418,7.7240398293029875,4.182076813655761,0.3840682788051209,0.8534850640113798,1.8349928876244666,11.564722617354196,17.539118065433854,0.0,0.0,0.0,0.0,0.9815078236130867,0.0,4.054054054054054,0.04267425320056899,0.0,0.0,9.34566145092461,3.2859174964438123,1.9203413940256044,0.5120910384068279,2.1337126600284493,0.0,2.1337126600284493,2.2190611664295874,3.456614509246088,43.18634423897582,14.253200568990042,9.217638691322902,2.4324324324324325,38.790896159317214,0.0,0.0,2.1337126600284493,0.3413940256045519,9.601706970128022,14.38122332859175,0.0,0.0,0.04267425320056899,0.04267425320056899,51.52941176470589,63.114754098360656,47.36842105263157,42.857142857142854,10.714285714285714,44.64285714285713,0.0,45.45454545454545,75.36231884057972,52.94117647058824,83.56729975227086,79.14691943127961,97.2972972972973,89.91097922848665,60.63829787234043,0.0,0.0,51.02040816326531,88.88888888888889,83.02583025830258,81.99513381995133,0.0,0.0,1.0
NCAA D2,F. Tradatti,Franco Tradatti,-352911,Charleston Golden Eagles,Charleston Golden Eagles,https://cdn5.wyscout.com/photos/team/public/g-3031_120x120.png,NCAA D2 Mountain East Conference,"LB, LCB3",LB,58,LCB3,15,0,0,0.0,,0,,26,2035,1.0,0.0,5.0,4.0,Argentina,['Argentina'],unknown,177,0,False,0.0,0.0,1.0,0.0,15.0,20.633333333333333,35.983333333333334,0.0,0.0,0,0.0,0.0,0.0,343.0,0.7066666666666667,8.69,15.16953316953317,8.535626535626536,5.837837837837838,3.4054054054054053,0.3095823095823096,0.3538083538083538,4.511056511056511,0.7960687960687961,0.0,0.0,1.8132678132678133,0.044226044226044224,0.044226044226044224,0.0,0.0,0.6633906633906634,0.22113022113022113,2.0343980343980346,1.6363636363636365,0.3095823095823096,0.3095823095823096,0.9287469287469288,4.201474201474202,0.1769041769041769,2.8746928746928746,0.044226044226044224,45.64127764127764,0.972972972972973,0.7960687960687961,61.96068796068796,27.81818181818182,5.174447174447175,53.69041769041769,6.368550368550369,0.1769041769041769,1.2825552825552826,0.044226044226044224,0.044226044226044224,0.1326781326781327,0.44226044226044225,13.931203931203932,3.316953316953317,0.5307125307125308,0.4864864864864865,0.972972972972973,14.948402948402949,22.06879606879607,0.0,0.0,0.0,0.0,0.6633906633906634,0.0,3.4054054054054053,1.5921375921375922,0.2653562653562654,2.0343980343980346,8.314496314496315,3.714987714987715,1.8574938574938575,0.22113022113022113,0.7518427518427518,0.5749385749385749,0.08845208845208845,0.7960687960687961,1.9017199017199018,51.877149877149876,21.184275184275183,4.953316953316953,3.272727272727273,47.941031941031945,0.044226044226044224,1.9901719901719903,1.194103194103194,0.1769041769041769,12.86977886977887,19.9017199017199,0.0,0.1326781326781327,0.0,0.0,54.81049562682217,63.63636363636363,54.545454545454554,33.33333333333333,6.666666666666667,36.95652173913043,35.13513513513513,28.57142857142857,85.71428571428572,45.263157894736835,83.72591006423983,76.15262321144674,95.72649572649571,89.29159802306425,51.38888888888889,33.33333333333333,14.285714285714285,36.0,33.33333333333333,86.09467455621301,90.18036072144288,0.0,50.0,0.0
NCAA D2,K. Carter,Keshon  Carter,-613836,Southern Nazarene Crimson Storm,Southern Nazarene Crimson Storm,https://cdn5.wyscout.com/photos/team/public/g-18326_120x120.png,NCAA D2 Great American Conference,RCB,RCB,100,0,0,0,0,0.0,,0,,19,1939,0.0,2.0,0.0,0.0,0,[],unknown,0,0,False,1.0,0.0,0.0,0.0,9.0,22.25,42.193333333333335,0.0,0.0,0,0.0,0.0,0.0,159.0,0.25666666666666665,6.55,7.380092831356369,6.730273336771532,3.1562661165549253,2.2279525528623,0.2784940691077875,1.11397627643115,4.409489427539969,0.5105724600309438,0.04641567818463126,0.0,0.3249097472924188,0.0,0.0,0.09283135636926251,0.0,0.41774110366168127,0.0,0.04641567818463126,0.04641567818463126,0.0,0.04641567818463126,0.13924703455389376,1.11397627643115,0.7890665291387313,0.13924703455389376,0.0,32.39814337287262,0.46415678184631254,0.3249097472924188,44.74471376998453,17.545126353790614,1.5781330582774626,39.360495100567306,5.337802991232594,0.0,0.09283135636926251,0.0,0.0,0.0,0.0,4.316658071170707,0.41774110366168127,0.04641567818463126,0.04641567818463126,0.0,7.983496647756575,23.068592057761734,0.0,0.0,0.0,0.0,0.9747292418772563,0.0,2.2279525528623,0.0,0.0,0.0,4.4559051057246,2.0422898401237752,1.5781330582774626,0.23207839092315627,0.0,0.0,0.0,0.09283135636926251,0.41774110366168127,40.01031459515214,14.296028880866427,1.4853017019082002,2.9706034038164004,37.03971119133574,0.0,0.0,0.04641567818463126,0.0,5.801959773078907,22.047447137699844,0.0,0.0,0.0,0.0,60.37735849056604,64.70588235294117,70.83333333333334,55.55555555555556,0.0,0.0,0.0,0.0,66.66666666666667,37.5,89.41908713692945,81.48148148148148,94.11764705882354,94.10377358490565,55.65217391304349,0.0,0.0,11.111111111111112,0.0,72.67441860465117,95.57344064386317,0.0,0.0,0.0
NCAA D2,C. Herluf,Christian Herluf,-489117,McKendree Bearcats,McKendree Bearcats,https://cdn5.wyscout.com/photos/team/public/g-13669_120x120.png,NCAA D2 Great Lakes Valley Conference,GK,GK,100,0,0,0,0,19.0,2005-04-08,0,,19,1933,0.0,0.0,0.0,0.0,Denmark,['Denmark'],unknown,187,0,False,0.0,0.0,0.0,0.0,0.0,34.94,51.325,7.0,41.0,13,8.0,1.0,0.0,26.0,0.085,1.57,1.2105535437144335,1.4899120538023798,0.09311950336264874,0.7449560269011899,0.09311950336264874,0.0,1.3502327987584066,0.0,0.0,0.0,0.04655975168132437,0.0,0.0,0.0,0.0,0.0,0.0,0.04655975168132437,0.0,0.04655975168132437,0.0,0.0,0.23279875840662184,0.0,0.0,0.0,16.29591308846353,0.2793585100879462,0.23279875840662184,25.095706156233835,14.200724262803933,0.0,14.247284014485256,10.801862390067253,0.0,0.0,0.0,0.0,0.0,0.0,4.469736161407139,0.37247801345059495,0.23279875840662184,0.09311950336264874,0.04655975168132437,6.751163993792033,10.056906363166062,0.3259182617692706,1.908949818934299,0.37247801345059495,0.04655975168132437,0.0,2.2348680807035697,0.7449560269011899,0.0,0.0,0.0,0.9311950336264874,0.04655975168132437,0.6052767718572167,0.0,0.04655975168132437,0.0,0.04655975168132437,0.0,0.18623900672529747,19.508535954474908,8.892912571132953,0.0,5.540610450077599,13.921365752715985,0.0,0.0,0.09311950336264874,0.04655975168132437,4.516295913088464,9.777547853078117,1.5830315571650284,0.0,0.0,0.0,76.92307692307693,50.0,81.24999999999999,0.0,0.0,100.0,0.0,100.0,0.0,80.0,77.73654916512058,62.62295081967212,0.0,97.7124183006536,51.29310344827586,0.0,0.0,25.0,20.0,66.89655172413794,97.22222222222223,82.92682926829268,0.0,0.0
NCAA D2,M. Schubert,Matteo Schubert,-240601,McKendree Bearcats,McKendree Bearcats,https://cdn5.wyscout.com/photos/team/public/g-13669_120x120.png,NCAA D2 Great Lakes Valley Conference,LB,LB,79,0,0,0,0,20.0,2004-09-03,0,,19,1927,2.0,1.0,2.0,3.0,Austria,['Austria'],0,178,0,False,1.0,0.0,2.0,0.0,7.0,18.11,31.705,0.0,0.0,0,0.0,0.0,0.0,224.0,0.04,3.92,10.461857810067462,6.632070576024909,4.67047223663726,1.7747794499221587,0.046704722366372596,0.18681888946549038,3.362740010378827,0.37363777893098077,0.046704722366372596,0.0,1.3077322262584328,0.09340944473274519,0.09340944473274519,0.046704722366372596,0.0,0.3269330565646082,0.09340944473274519,2.0083030617540216,1.7747794499221587,0.233523611831863,0.3269330565646082,0.7939802802283342,3.362740010378827,0.5604566683964712,0.8406850025947068,0.1401141670991178,27.929423975090813,1.0742086144265697,0.5604566683964712,40.44628956927867,12.750389206019719,9.667877529839128,33.62740010378827,4.8105864037363775,0.1401141670991178,1.027503892060197,0.046704722366372596,0.0,0.046704722366372596,0.18681888946549038,4.997405293201868,2.4286455630513752,0.3269330565646082,0.467047223663726,0.700570835495589,6.024909185262065,11.536066424494033,0.0,0.0,0.0,0.0,0.8406850025947068,0.0,1.7747794499221587,0.8873897249610794,0.0,2.895692786715101,5.417747794499221,3.2226258432797095,0.700570835495589,0.1401141670991178,0.7472755578619615,0.700570835495589,0.046704722366372596,0.4203425012973534,1.0742086144265697,33.25376232485729,8.546964193046186,9.34094447327452,1.9615983393876493,30.54488842760768,0.0,0.0,0.8873897249610794,0.09340944473274519,4.063310845874416,9.901401141670991,0.0,0.0,0.0,0.0,51.78571428571428,69.0,39.473684210526315,42.85714285714286,28.57142857142857,37.2093023255814,39.473684210526315,20.0,52.94117647058824,31.944444444444443,82.21709006928407,67.03296703296704,96.61835748792271,90.83333333333334,40.77669902912622,0.0,0.0,36.53846153846153,28.57142857142857,67.44186046511628,85.82995951417004,0.0,0.0,0.0
NCAA D2,C. Dyer,Charlie Dyer,-604620,Western Washington Vikings,Western Washington Vikings,https://cdn5.wyscout.com/photos/team/public/g-18349_120x120.png,NCAA D2 Great Northwest Athletic Conference,GK,GK,100,0,0,0,0,0.0,,0,,18,1839,0.0,0.0,0.0,0.0,0,[],unknown,0,0,False,0.0,0.0,0.0,0.0,0.0,32.68,51.84,19.0,61.0,4,18.0,-1.0,0.0,14.0,0.05,1.9449999999999998,0.6851549755301795,1.7128874388254487,0.19575856443719414,0.3915171288743883,0.048939641109298535,0.0,1.6150081566068515,0.048939641109298535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.236541598694942,0.09787928221859707,0.09787928221859707,12.822185970636216,6.215334420880914,0.0,8.02610114192496,4.796084828711256,0.0,0.0,0.0,0.0,0.0,0.0,1.5171288743882545,0.09787928221859707,0.0,0.0,0.0,3.278955954323002,5.628058727569331,0.9298531810766721,2.9853181076672106,0.8809135399673735,-0.048939641109298535,0.0,1.6150081566068515,0.3915171288743883,0.0,0.0,0.0,0.4893964110929853,0.048939641109298535,0.3425774877650897,0.0,0.0,0.0,0.0,0.0,0.0,11.207177814029365,4.698205546492659,0.0,3.278955954323002,7.928221859706362,0.0,0.0,0.0,0.0,2.740619902120718,5.5301794453507345,2.0554649265905383,0.0,0.0,0.0,71.42857142857143,25.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.40458015267176,75.59055118110236,0.0,98.78048780487804,68.36734693877553,0.0,0.0,0.0,0.0,83.5820895522388,98.2608695652174,68.85245901639342,0.0,0.0
NCAA D2,P. Schmidt,Philipp  Schmidt,-489036,McKendree Bearcats,McKendree Bearcats,https://cdn5.wyscout.com/photos/team/public/g-13669_120x120.png,NCAA D2 Great Lakes Valley Conference,"LCMF, CF, RCMF",LCMF,42,CF,39,RCMF,14,20.0,2004-04-08,0,,19,1822,5.0,4.0,6.0,3.0,Germany,['Germany'],unknown,194,0,False,2.0,0.0,5.0,1.0,35.0,17.395,39.405,0.0,0.0,0,0.0,0.0,1.0,545.0,0.045,4.21,26.920965971459935,7.261251372118552,5.631174533479693,8.05159165751921,0.04939626783754117,0.09879253567508234,3.260153677277717,1.2843029637760703,0.09879253567508234,0.0,2.6673984632272227,0.24698133918770582,0.24698133918770582,0.19758507135016468,0.04939626783754117,1.7288693743139407,0.296377607025247,2.173435784851811,1.2843029637760703,0.7903402854006587,0.24698133918770582,2.716794731064764,9.978046103183315,2.618002195389682,1.8770581778265643,0.39517014270032935,25.88364434687157,2.1240395170142703,0.889132821075741,42.33260153677278,13.97914379802415,8.89132821075741,35.71350164654226,4.64324917672887,0.1481888035126235,1.0373216245883645,0.09879253567508234,0.0,0.1481888035126235,0.4445664105378705,6.273326015367728,2.469813391877058,0.592755214050494,0.6915477497255763,0.592755214050494,6.569703622392975,12.151481888035127,0.0,0.0,0.0,0.0,0.24698133918770582,0.0,8.05159165751921,0.1481888035126235,0.09879253567508234,0.1481888035126235,13.633369923161363,3.951701427003293,4.890230515916575,0.7409440175631175,0.5433589462129528,0.34577387486278816,0.1481888035126235,1.3336992316136114,3.4083424807903406,31.465422612513724,8.693743139407244,7.952799121844127,2.1240395170142703,28.7980241492865,0.04939626783754117,1.9758507135016465,0.9385290889132821,0.34577387486278816,3.951701427003293,9.632272228320527,0.0,0.04939626783754117,0.0,0.04939626783754117,50.64220183486239,70.17543859649122,60.7361963190184,42.857142857142854,14.285714285714285,25.0,26.923076923076923,18.75,49.09090909090909,34.15841584158416,74.32905484247375,62.19081272084806,89.44444444444444,80.63623789764868,45.74468085106383,33.33333333333333,31.496062992125985,38.0,58.33333333333333,60.150375939849624,79.26829268292683,0.0,50.0,0.0
NCAA D2,N. Walvik,Nicolai Walvik Gundersen,-269928,Charleston Golden Eagles,Charleston Golden Eagles,https://cdn5.wyscout.com/photos/team/public/g-3031_120x120.png,NCAA D2 Mountain East Conference,GK,GK,100,0,0,0,0,22.0,2002-04-01,0,,19,1821,0.0,0.0,0.0,0.0,Norway,['Norway'],unknown,183,0,False,0.0,0.0,0.0,0.0,0.0,31.013333333333332,45.44333333333333,16.0,43.0,9,14.0,-2.0,0.0,11.0,0.0,2.6533333333333333,0.543657331136738,1.1367380560131795,0.09884678747940691,0.3459637561779242,0.0,0.0,1.087314662273476,0.049423393739703454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09884678747940691,0.0,0.0,0.0,14.135090609555188,0.39538714991762763,0.2471169686985173,19.522240527182866,8.896210873146622,0.0,13.690280065897857,5.782537067545305,0.0,0.0,0.0,0.0,0.0,0.0,2.6688632619439865,0.049423393739703454,0.049423393739703454,0.0,0.0,3.6573311367380557,9.637561779242175,0.7907742998352553,2.125205930807249,0.6919275123558484,-0.09884678747940691,0.0,0.642504118616145,0.3459637561779242,0.0,0.0,0.0,0.44481054365733114,0.049423393739703454,0.29654036243822074,0.0,0.0,0.0,0.0,0.0,0.09884678747940691,17.29818780889621,6.86985172981878,0.0,3.6573311367380557,13.640856672158154,0.0,0.0,0.0,0.0,2.915980230642504,9.489291598023064,1.3344316309719932,0.0,0.0,0.0,81.81818181818184,50.0,85.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.60759493670885,77.22222222222223,0.0,99.6389891696751,63.24786324786324,0.0,0.0,0.0,0.0,79.72972972972974,98.46153846153845,62.790697674418595,0.0,0.0
