Division,Player,Full name,Wyscout id,Team,Team within selected timeframe,Team logo,Competition,Position,Primary position,"Primary position, %",Secondary position,"Secondary position, %",Third position,"Third position, %",Age,Birthday,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Birth country,Passport country,Foot,Height,Weight,On loan,Yellow cards,Red cards,Non-penalty goals,Head goals,Shots,"Average pass length, m","Average long pass length, m",Conceded goals,Shots against,Clean sheets,xG against,Prevented goals,Penalties taken,Duels,PAdj Sliding tackles,PAdj Interceptions,Duels per 90,Successful defensive actions per 90,Defensive duels per 90,Aerial duels per 90,Sliding tackles per 90,Shots blocked per 90,Interceptions per 90,Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Head goals per 90,Shots per 90,Assists per 90,Crosses per 90,Crosses from left flank per 90,Crosses from right flank per 90,Crosses to goalie box per 90,Dribbles per 90,Offensive duels per 90,Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Forward passes per 90,Back passes per 90,Short / medium passes per 90,Long passes per 90,xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,Key passes per 90,Passes to final third per 90,Passes to penalty area per 90,Through passes per 90,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Vertical passes per 90,Conceded goals per 90,Shots against per 90,xG against per 90,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Corners per 90,Duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Shots on target per 90,Accurate crosses per 90,Accurate crosses from left flank per 90,Accurate crosses from right flank per 90,Successful dribbles per 90,Offensive duels won per 90,Accurate passes per 90,Accurate forward passes per 90,Accurate back passes per 90,Accurate long passes per 90,Accurate short / medium passes per 90,Accurate smart passes per 90,Accurate passes to final third per 90,Accurate passes to penalty area per 90,Accurate through passes per 90,Accurate progressive passes per 90,Accurate vertical passes per 90,Saves per 90,Accurate direct free kicks per 90,Penalties scored per 90,Penalties taken per 90,"Duels won, %","Defensive duels won, %","Aerial duels won, %","Shots on target, %","Goal conversion, %","Accurate crosses, %","Accurate crosses from left flank, %","Accurate crosses from right flank, %","Successful dribbles, %","Offensive duels won, %","Accurate passes, %","Accurate forward passes, %","Accurate back passes, %","Accurate short / medium passes, %","Accurate long passes, %","Accurate smart passes, %","Accurate passes to final third, %","Accurate passes to penalty area, %","Accurate through passes, %","Accurate progressive passes, %","Accurate vertical passes, %","Save rate, %","Direct free kicks on target, %","Penalty conversion, %"
NCAA D2,Christian Herluf,Christian Herluf Braae-andersen,-489117,NC State Wolfpack,McKendree Bearcats,https://cdn5.wyscout.com/photos/team/public/g27622_120x120.png,NCAA D1 Atlantic Coast,GK,GK,100,0,0,0,0,21.0,2005-04-08,0,,21,2121,0.0,0.0,0.0,0.0,Denmark,['Denmark'],unknown,187,0,False,1.0,0.0,0.0,0.0,0.0,33.943333333333335,50.333333333333336,8.0,58.0,14,10.0,2.0,0.0,23.0,0.0,3.0233333333333334,0.975954738330976,1.7397454031117399,0.0,0.7637906647807639,0.0,0.0,1.7397454031117399,0.0,0.042432814710042434,0.0,0.08486562942008487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08486562942008487,0.08486562942008487,0.0,0.0,0.0,27.284299858557283,0.594059405940594,0.08486562942008487,37.807637906647805,17.694483734087694,0.08486562942008487,23.71994342291372,13.917963224893919,0.0,0.042432814710042434,0.042432814710042434,0.0,0.0,0.0,7.4681753889674685,1.1032531824611032,0.297029702970297,0.16973125884016974,0.0,9.335219236209335,18.712871287128714,0.33946251768033947,2.4611032531824613,0.4243281471004243,0.08486562942008487,0.08486562942008487,2.1216407355021216,0.7637906647807639,0.0,0.0,0.0,0.7637906647807639,0.0,0.594059405940594,0.0,0.0,0.0,0.0,0.08486562942008487,0.08486562942008487,30.55162659123055,11.202263083451202,0.08486562942008487,7.68033946251768,22.871287128712872,0.0,0.0,0.2545968882602546,0.0,7.171145685997171,18.11881188118812,2.1216407355021216,0.0,0.0,0.0,78.26086956521739,0.0,77.77777777777777,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.8080808080808,63.30935251798561,100.0,96.4221824686941,55.18292682926828,0.0,0.0,23.07692307692308,0.0,76.81818181818181,96.82539682539682,86.20689655172413,0.0,0.0
NCAA D2,M. Schubert,Matteo Schubert,-240601,0,McKendree Bearcats,0,0,"LB5, LWB",LB5,49,LWB,34,0,0,21.0,2004-09-03,0,,21,2108,1.0,0.0,4.0,4.0,Austria,['Austria'],0,178,0,False,1.0,0.0,1.0,0.0,11.0,18.97666666666667,30.69333333333333,0.0,0.0,0,0.0,0.0,0.0,371.0,0.16,5.276666666666667,15.83965844402277,8.154648956356736,6.574952561669829,2.4762808349146113,0.12808349146110057,0.04269449715370019,2.9886148007590134,0.4696394686907021,0.04269449715370019,0.0,3.116698292220114,0.04269449715370019,0.04269449715370019,0.0,0.0,0.4696394686907021,0.17077798861480076,4.3121442125237195,4.098671726755218,0.21347248576850097,0.5977229601518027,2.049335863377609,5.251423149905124,0.7685009487666035,0.8111954459203037,0.38425047438330173,20.792220113851993,1.5796963946869071,0.6404174573055029,34.75332068311196,12.509487666034156,8.240037950664137,24.93358633776091,5.6783681214421255,0.17077798861480076,1.323529411764706,0.0,0.0,0.0,0.4696394686907021,4.824478178368122,4.653700189753321,0.12808349146110057,0.3415559772296015,1.6223908918406074,7.642314990512334,9.435483870967742,0.0,0.0,0.0,0.0,0.42694497153700195,0.0,2.4762808349146113,0.7685009487666035,0.0,2.17741935483871,9.179316888045541,5.0379506641366225,1.1954459203036054,0.12808349146110057,1.6650853889943076,1.4943074003795067,0.17077798861480076,1.323529411764706,2.2628083491461104,25.232447817836814,8.026565464895636,7.770398481973435,2.689753320683112,20.920303605313094,0.0,0.0,1.8785578747628084,0.0,5.464895635673624,6.019924098671727,0.0,0.0,0.0,0.0,57.95148247978437,76.62337662337663,48.275862068965516,27.27272727272727,9.09090909090909,38.613861386138616,36.458333333333336,80.0,64.58333333333334,43.08943089430895,72.60442260442261,64.16382252559727,94.30051813471503,83.9041095890411,47.36842105263158,0.0,0.0,40.366972477064216,0.0,71.50837988826815,63.80090497737557,0.0,0.0,0.0
NCAA D2,R. Davies,Rhys  Davies,-488998,Bellarmine Knights,McKendree Bearcats,https://cdn5.wyscout.com/photos/team/public/g-13209_120x120.png,NCAA D1 ASUN,"RCB3, DMF, RB5",RCB3,38,DMF,15,RB5,14,0.0,,0,,21,2065,3.0,1.0,2.0,0.0,New Zealand,['New Zealand'],unknown,178,0,False,2.0,0.0,3.0,1.0,16.0,22.786666666666665,38.080000000000005,0.0,0.0,0,0.0,0.0,0.0,308.0,0.21999999999999997,4.423333333333333,13.423728813559324,6.363196125907991,4.401937046004843,4.4891041162227605,0.21791767554479421,0.4794188861985472,3.617433414043584,0.828087167070218,0.08716707021791768,0.0,1.656174334140436,0.13075060532687652,0.13075060532687652,0.04358353510895884,0.04358353510895884,0.6973365617433415,0.08716707021791768,1.5690072639225183,0.08716707021791768,1.4818401937046006,0.21791767554479421,0.8716707021791769,2.3099273607748185,1.0460048426150121,0.4794188861985472,0.04358353510895884,16.99757869249395,1.2639225181598064,1.3075060532687652,29.418886198547217,11.549636803874092,4.88135593220339,22.92493946731235,5.186440677966102,0.0,0.6101694915254238,0.0,0.0,0.0,0.17433414043583537,4.4891041162227605,1.87409200968523,0.08716707021791768,0.3922518159806296,0.5665859564164649,5.665859564164649,10.067796610169491,0.0,0.0,0.0,0.0,2.135593220338983,0.0,4.4891041162227605,0.04358353510895884,0.0,0.04358353510895884,7.322033898305086,2.5278450363196128,2.6150121065375305,0.34866828087167073,0.6537530266343826,0.08716707021791768,0.5665859564164649,0.6537530266343826,1.394673123486683,22.053268765133172,7.016949152542374,4.532687651331719,2.484261501210654,19.133171912832932,0.0,0.0,0.7845036319612592,0.04358353510895884,3.573849878934625,8.28087167070218,0.0,0.0,0.0,0.0,54.54545454545454,57.425742574257434,58.252427184466015,50.0,18.75,41.666666666666664,100.0,38.23529411764706,75.0,60.37735849056604,74.96296296296296,60.754716981132084,92.85714285714286,83.46007604562739,47.89915966386555,0.0,0.0,41.86046511627907,50.0,63.07692307692307,82.25108225108225,0.0,0.0,0.0
NCAA D2,M. Hodgson,Michael Hodgson,-240590,0,McKendree Bearcats,0,0,"CB, LCB3",CB,50,LCB3,28,0,0,0.0,,0,,21,2049,2.0,2.0,0.0,0.0,England,['England'],0,185,0,False,3.0,0.0,0.0,0.0,2.0,24.263333333333332,40.28666666666667,0.0,0.0,0,0.0,0.0,2.0,168.0,0.41333333333333333,5.156666666666666,7.379209370424598,5.2269399707174236,2.898975109809663,2.547584187408492,0.2635431918008785,0.6149341142020498,2.94289897510981,0.527086383601757,0.13177159590043924,0.0,0.3074670571010249,0.08784773060029283,0.0,0.08784773060029283,0.0,0.08784773060029283,0.0,0.21961932650073207,0.08784773060029283,0.08784773060029283,0.0,0.08784773060029283,0.8345534407027819,0.0,0.3953147877013177,0.043923865300146414,28.33089311859444,0.48316251830161056,0.6588579795021963,40.58565153733529,17.833089311859446,1.1420204978038069,31.185944363103953,9.1800878477306,0.0,0.21961932650073207,0.08784773060029283,0.0,0.043923865300146414,0.043923865300146414,6.676427525622255,1.273792093704246,0.3513909224011713,0.13177159590043924,0.13177159590043924,9.048316251830162,18.931185944363104,0.0,0.0,0.0,0.0,0.8784773060029283,0.0,2.547584187408492,0.3074670571010249,0.0,0.0,4.612005856515373,2.020497803806735,1.4055636896046853,0.08784773060029283,0.08784773060029283,0.043923865300146414,0.043923865300146414,0.08784773060029283,0.43923865300146414,33.250366032210835,11.815519765739385,1.1420204978038069,4.3484626647144955,28.814055636896047,0.043923865300146414,5.2269399707174236,0.2635431918008785,0.043923865300146414,6.0175695461200585,17.964860907759885,0.0,0.0,0.08784773060029283,0.08784773060029283,62.499999999999986,69.6969696969697,55.172413793103445,100.0,0.0,40.0,50.0,50.0,100.0,52.63157894736842,81.92640692640693,66.25615763546797,100.0,92.3943661971831,47.36842105263158,100.0,78.28947368421052,20.689655172413794,12.5,66.50485436893203,94.8955916473318,0.0,0.0,1.0
NCAA D2,Y. Addar,Younes Addar Khanoussi,-444998,0,Franklin Pierce Ravens,0,0,CF,CF,98,0,0,0,0,0.0,,0,,21,1931,17.0,13.0,2.0,2.0,Spain,['Spain'],0,187,77,False,1.0,0.0,17.0,4.0,87.0,14.056666666666667,14.01,0.0,0.0,0,0.0,0.0,0.0,523.0,0.3,1.25,24.375970999482135,2.237182806835836,2.237182806835836,8.99533920248576,0.13982392542723976,0.04660797514241326,0.6991196271361989,0.9321595028482651,0.04660797514241326,0.0,3.588814085965821,0.7923355774210253,0.7923355774210253,0.6059036768513724,0.18643190056965303,4.054893837389954,0.09321595028482652,0.23303987571206627,0.09321595028482652,0.13982392542723976,0.0,2.8430864836872085,8.902123252200932,6.01242879337131,0.46607975142413255,0.2796478508544795,11.978249611600207,2.470222682547903,1.8643190056965302,16.918694976696013,3.448990160538581,5.220093215950285,16.079751424132574,0.6525116519937856,0.09321595028482652,1.1651993785603314,0.0,0.04660797514241326,0.09321595028482652,0.5126877265665458,1.3516312791299845,0.8389435525634387,0.23303987571206627,0.7457276022786121,0.13982392542723976,1.3050233039875712,4.520973588814086,0.0,0.0,0.0,0.0,0.0,0.0,8.99533920248576,0.0,0.0,0.0,10.673226307612635,1.3982392542723978,4.940445365095806,2.237182806835836,0.13982392542723976,0.09321595028482652,0.04660797514241326,1.1651993785603314,2.7498705334023823,13.60952874158467,2.377006732263076,4.940445365095806,0.23303987571206627,13.236664940445365,0.04660797514241326,0.37286380113930606,0.6059036768513724,0.04660797514241326,0.9321595028482651,3.588814085965821,0.0,0.0,0.0,0.0,43.785850860420645,62.500000000000014,54.92227979274611,55.17241379310344,19.54022988505747,60.0,100.0,33.333333333333336,40.98360655737705,30.89005235602095,80.44077134986225,68.91891891891892,94.64285714285715,82.31884057971014,35.714285714285715,50.0,27.586206896551722,72.22222222222221,20.0,71.42857142857143,79.38144329896907,0.0,0.0,0.0
NCAA D2,R. Parafita Bestilliero,Rodrigo Parafita Bestilliero,-489293,0,Franklin Pierce Ravens,0,0,"LCB3, LWB",LCB3,62,LWB,31,0,0,0.0,,0,,20,1914,1.0,1.0,3.0,4.0,Spain,['Spain'],unknown,175,72,False,2.0,0.0,1.0,0.0,20.0,24.366666666666664,45.083333333333336,0.0,0.0,0,0.0,0.0,0.0,380.0,0.7200000000000001,6.516666666666667,17.86833855799373,7.758620689655173,5.6426332288401255,3.0094043887147337,0.3761755485893417,0.2821316614420063,3.8087774294670846,1.5517241379310345,0.09404388714733543,0.0,4.561128526645768,0.047021943573667714,0.047021943573667714,0.047021943573667714,0.0,0.9404388714733543,0.14106583072100315,4.326018808777429,4.184952978056426,0.14106583072100315,0.8463949843260189,3.103448275862069,6.818181818181818,0.7053291536050157,3.103448275862069,0.7053291536050157,34.79623824451411,2.492163009404389,2.0689655172413794,49.5141065830721,20.313479623824453,5.830721003134797,36.53605015673981,8.840125391849531,0.18808777429467086,1.9278996865203764,0.09404388714733543,0.0,0.329153605015674,0.7523510971786834,8.840125391849531,4.749216300940439,1.2225705329153607,0.2821316614420063,1.786833855799373,12.74294670846395,18.66771159874608,0.0,0.0,0.0,0.0,0.42319749216300945,0.0,3.0094043887147337,1.5047021943573669,0.14106583072100315,2.304075235109718,10.90909090909091,3.573667711598746,1.9278996865203764,0.3761755485893417,1.8338557993730409,1.8338557993730409,0.0,2.2570532915360504,4.184952978056426,38.793103448275865,14.247648902821318,5.407523510971787,4.608150470219436,32.49216300940439,0.09404388714733543,1.3636363636363638,1.9278996865203764,0.3761755485893417,10.438871473354233,15.705329153605016,0.0,0.047021943573667714,0.0,0.0,61.05263157894737,63.33333333333333,64.0625,40.0,5.0,42.39130434782609,43.820224719101134,0.0,72.72727272727273,61.37931034482757,78.34757834757835,70.1388888888889,92.74193548387096,88.93178893178894,52.127659574468076,28.571428571428577,15.425531914893616,40.59405940594059,30.769230769230766,81.91881918819189,84.1309823677582,0.0,33.33333333333333,0.0
NCAA D2,P. Schmidt,Philipp  Schmidt,-489036,0,McKendree Bearcats,0,0,"LCMF3, DMF, AMF",LCMF3,51,DMF,16,AMF,14,22.0,2004-04-08,0,,21,1829,3.0,1.0,2.0,1.0,Germany,['Germany'],unknown,194,0,False,3.0,0.0,3.0,0.0,29.0,18.486666666666668,35.39333333333334,0.0,0.0,0,0.0,0.0,0.0,605.0,0.38333333333333336,6.083333333333333,29.770366320393656,9.644614543466375,7.922361946418808,6.8398031711317655,0.24603608529250956,0.09841443411700382,4.576271186440678,1.2793876435210496,0.14762165117550574,0.0,2.952433023510115,0.14762165117550574,0.14762165117550574,0.04920721705850191,0.0,1.4270092946965554,0.09841443411700382,1.574630945872061,1.2793876435210496,0.19682886823400764,0.14762165117550574,3.493712411153636,11.170038272279934,1.3778020776380535,1.771459814106069,0.590486604702023,18.0590486604702,1.2301804264625478,1.4762165117550574,34.937124111536356,13.039912520503007,6.003280481137233,28.2941498086386,5.1175505740841984,0.04920721705850191,0.590486604702023,0.04920721705850191,0.0,0.14762165117550574,0.19682886823400764,6.593767085839256,2.755604155276107,0.590486604702023,0.6889010388190268,0.14762165117550574,6.593767085839256,9.939857845817386,0.0,0.0,0.0,0.0,0.3936577364680153,0.0,6.8398031711317655,0.8365226899945325,0.24603608529250956,0.4920721705850191,15.106615636960086,4.822307271733187,3.5921268452706396,0.3444505194095134,0.24603608529250956,0.19682886823400764,0.04920721705850191,2.214324767632586,5.265172225259705,24.062329141607435,7.233460907599781,5.3635866593767085,1.9682886823400765,21.84800437397485,0.14762165117550574,5.511208310552214,0.7381082558775287,0.09841443411700382,4.084199015855659,7.331875341716785,0.0,0.04920721705850191,0.0,0.0,50.743801652892564,60.86956521739131,52.517985611510795,24.137931034482758,10.344827586206899,15.625,15.384615384615385,25.0,63.38028169014084,47.13656387665199,68.87323943661973,55.471698113207545,89.34426229508196,77.21739130434783,38.46153846153847,100.0,83.5820895522388,26.785714285714285,16.666666666666664,61.940298507462686,73.76237623762376,0.0,20.0,0.0
NCAA D2,K. Huels,Karson Huels,-240591,0,McKendree Bearcats,0,0,"DMF, LCMF",DMF,59,LCMF,11,0,0,0.0,,0,,20,1773,1.0,1.0,0.0,0.0,United States,['United States'],0,180,0,False,2.0,0.0,1.0,1.0,13.0,18.706666666666667,32.45666666666667,0.0,0.0,0,0.0,0.0,0.0,388.0,0.36000000000000004,6.28,19.695431472081218,7.817258883248731,4.974619289340102,9.898477157360407,0.30456852791878175,0.050761421319796954,4.517766497461929,1.2690355329949239,0.10152284263959391,0.0,0.5076142131979695,0.050761421319796954,0.050761421319796954,0.050761421319796954,0.050761421319796954,0.6598984771573604,0.0,0.20304568527918782,0.050761421319796954,0.15228426395939088,0.0,0.5583756345177665,2.33502538071066,0.7106598984771574,0.40609137055837563,0.40609137055837563,14.416243654822335,0.6091370558375635,0.9644670050761421,28.629441624365484,9.390862944162437,5.32994923857868,26.14213197969543,2.284263959390863,0.0,0.25380710659898476,0.050761421319796954,0.0,0.050761421319796954,0.0,4.01015228426396,0.6598984771573604,0.15228426395939088,0.15228426395939088,0.050761421319796954,4.060913705583756,10.558375634517766,0.0,0.0,0.0,0.0,1.4720812182741116,0.0,9.898477157360407,0.10152284263959391,0.050761421319796954,0.0,10.862944162436548,2.9949238578680206,5.583756345177665,0.10152284263959391,0.050761421319796954,0.0,0.050761421319796954,0.3553299492385787,1.16751269035533,22.436548223350254,5.786802030456853,5.228426395939087,0.9644670050761421,21.421319796954315,0.0,0.0,0.20304568527918782,0.0,2.33502538071066,8.934010152284264,0.0,0.0,0.0,0.0,55.154639175257735,60.204081632653065,56.41025641025641,15.384615384615385,7.6923076923076925,25.0,0.0,33.33333333333333,63.63636363636363,50.0,78.36879432624113,61.621621621621614,98.0952380952381,81.94174757281554,42.22222222222222,0.0,0.0,30.76923076923077,0.0,57.49999999999999,84.61538461538461,0.0,0.0,0.0
NCAA D2,Álvaro Rey,Álvaro Rey Mirá,325915,0,Franklin Pierce Ravens,0,0,RWB,RWB,96,0,0,0,0,29.0,1997-03-29,0,,21,1765,3.0,3.0,7.0,4.0,Spain,['Spain'],0,180,79,False,3.0,0.0,3.0,1.0,21.0,20.94,30.573333333333334,0.0,0.0,0,0.0,0.0,0.0,315.0,0.0,5.3500000000000005,16.062322946175637,6.01699716713881,4.436260623229462,1.9376770538243626,0.0,0.05099150141643059,3.1614730878186967,1.274787535410765,0.1529745042492918,0.0,5.354107648725212,0.1529745042492918,0.1529745042492918,0.1529745042492918,0.05099150141643059,1.0708215297450425,0.3569405099150142,6.934844192634561,0.05099150141643059,6.730878186968838,1.529745042492918,4.181303116147308,7.801699716713881,2.2946175637393766,3.2124645892351276,1.274787535410765,28.30028328611898,3.6203966005665724,1.1728045325779037,39.92634560906516,10.453257790368273,8.821529745042493,29.626062322946176,3.7223796033994336,0.20396600566572237,1.529745042492918,0.20396600566572237,0.05099150141643059,0.3569405099150142,0.9688385269121813,4.28328611898017,6.118980169971672,0.509915014164306,0.8668555240793201,2.141643059490085,8.056657223796034,14.022662889518413,0.0,0.0,0.0,0.0,0.40793201133144474,0.0,1.9376770538243626,0.05099150141643059,0.05099150141643059,0.1529745042492918,8.719546742209632,2.8555240793201135,1.3257790368271956,0.45892351274787535,2.2436260623229463,0.0,2.2436260623229463,2.498583569405099,4.028328611898017,28.19830028328612,6.169971671388102,8.56657223796034,1.9886685552407932,24.11898016997167,0.1529745042492918,1.1728045325779037,2.651558073654391,0.20396600566572237,6.2719546742209635,9.127478753541077,0.0,0.05099150141643059,0.0,0.0,54.285714285714285,64.36781609195404,68.42105263157895,42.857142857142854,14.285714285714285,32.35294117647059,0.0,33.333333333333336,59.756097560975604,51.63398692810457,70.62579821200511,59.02439024390244,97.10982658959537,81.41135972461274,53.42465753424658,42.857142857142854,27.380952380952383,43.333333333333336,40.0,77.84810126582279,65.0909090909091,0.0,100.0,0.0
NCAA D2,T. Esperoe,Thomas Esperoe,-461824,0,Franklin Pierce Ravens,0,0,CB,CB,96,0,0,0,0,0.0,,0,,18,1726,1.0,1.0,2.0,0.0,Norway,['Norway'],unknown,188,85,False,0.0,0.0,1.0,1.0,10.0,23.353333333333335,36.92666666666667,0.0,0.0,0,0.0,0.0,0.0,244.0,0.41,8.216666666666667,12.72305909617613,6.830822711471611,2.502896871378911,7.508690614136732,0.2607184241019699,0.3128621089223639,4.692931633835458,0.5735805330243338,0.0,0.0,0.4171494785631518,0.05214368482039398,0.05214368482039398,0.05214368482039398,0.05214368482039398,0.5214368482039398,0.10428736964078796,0.05214368482039398,0.0,0.05214368482039398,0.0,0.0,0.6257242178447278,0.6257242178447278,0.2085747392815759,0.0,29.09617612977984,0.2607184241019699,0.4171494785631518,43.48783314020858,14.600231749710312,1.5643105446118193,38.42989571263036,5.005793742757822,0.0,0.05214368482039398,0.0,0.10428736964078796,0.0,0.0,3.5979142526071843,0.4171494785631518,0.15643105446118194,0.10428736964078796,0.05214368482039398,7.247972190034763,25.185399768250292,0.0,0.0,0.0,0.0,0.8864426419466976,0.0,7.508690614136732,0.10428736964078796,0.0,0.0,8.707995365005795,1.877172653534183,5.37079953650058,0.3650057937427578,0.05214368482039398,0.0,0.05214368482039398,0.0,0.3650057937427578,38.638470451911935,11.523754345307069,1.4600231749710313,2.972190034762457,35.61413673232909,0.0,0.0,0.15643105446118194,0.10428736964078796,5.37079953650058,23.986095017381228,0.0,0.0,0.0,0.0,68.44262295081968,74.99999999999999,71.52777777777779,70.0,10.0,100.0,0.0,100.0,0.0,58.33333333333333,88.84892086330935,78.92857142857143,93.33333333333333,92.67299864314789,59.375,0.0,0.0,37.5,66.66666666666666,74.10071942446044,95.23809523809523,0.0,0.0,0.0
