Team within selected timeframe,League Name,Season,defense,possession,creativity,progression,crossing,explosive,attacking,setpiece,gkbuildup,excitement,Cluster,x,y,Distance to KIF 25-26
 Esenler Erokspor - Turkish 1. Lig 24-25,Turkish 1. Lig,24-25,0.073440424,0.411020495,-0.414371707,-0.588367798,0.053017363,-0.927718152,-0.061532042,-1.00543244,-0.063606928,-0.188509518,151,-36.32393,36.76319,58.51145874
 Esenler Erokspor - Turkish 1. Lig 25-26,Turkish 1. Lig,25-26,-0.841177122,1.392502853,0.322978456,0.034382222,0.83666074,-0.654549332,0.511805404,-0.840816236,0.940363985,0.226793689,150,35.78869,47.099655,23.63414624
 Fossombrone - Serie D  Girone F 24-25,Serie D  Girone F,24-25,0.615196841,-0.995401902,-0.967636235,-0.509725829,-0.091851269,-0.745538206,-0.690962468,-0.292194709,0.421875402,-0.533324648,161,-50.3952,1.8456868,89.69074872
 Fossombrone - Serie D  Girone F 25-26,Serie D  Girone F,25-26,0.275474827,-0.187209717,-0.847155866,-0.242529943,-0.306979325,-0.630557265,-0.794507415,-0.513309774,0.591545279,-0.54562522,53,-25.98125,39.144714,48.16838332
 Mahasarakham SBT - Thai League 2 24-25,Thai League 2,24-25,-0.718142236,0.091305875,-0.170931114,-0.725841573,0.308666186,-0.739577049,-0.495671109,0.116276373,-0.865089111,-0.423352633,4,-22.380745,-29.441044,98.7742367
 Mahasarakham SBT - Thai League 2 25-26,Thai League 2,25-26,-0.883557059,0.130566537,-0.050766926,-0.662804386,0.055503834,-1.485157415,-0.077200591,0.002116376,0.23573979,-0.451679148,67,-30.864738,38.34858,52.89598372
 NEOM - Saudi Division 1 24-25,Saudi Division 1,24-25,-0.374905252,0.8160069,0.725637107,-0.221331344,0.130288688,-0.922799254,0.63549428,-0.224563451,0.126745755,0.46856292,88,11.880831,44.55131,17.38455839
 NEOM - Saudi Pro League 25-26,Saudi Pro League,25-26,-0.509585362,0.993690933,-0.201604259,-0.366190951,-0.66268242,-1.085147709,0.172265475,-0.071947511,-0.068248164,-0.063267161,110,3.5258777,52.350945,15.9895075
 Shenzhen Peng City - China League One 2022,China League One,2022,-0.00459037,1.567207809,0.500535521,0.365748464,-0.013680147,0.829609158,-0.381566711,1.055674016,0.134201533,0.235530094,116,29.784729,-2.8522594,65.36384146
 Shenzhen Peng City - Chinese Super League 2024,Chinese Super League,2024,-0.435506319,0.334016259,-0.104385046,-0.742935899,-0.583156901,-0.322820579,-0.642469167,0.063924864,-0.476685874,-0.500283541,60,-17.944805,-4.750702,74.57247355
 Shenzhen Peng City - Chinese Super League 2025,Chinese Super League,2025,-0.270552412,-0.179558538,-0.75942658,-1.220603939,-0.324956518,-1.427928121,-1.016633495,-0.352021633,-0.865716088,-0.915758716,126,-72.38619,2.681353,106.7067977
011 Belgrad U17 - Serbian U17 League 25-26,Serbian U17 League,25-26,0.480321185,-0.512976644,-0.720704013,0.063452095,-1.967419384,-0.365325626,-0.571015379,-1.208313219,0.671228151,-0.379409134,171,-45.328655,61.16561,62.16179376
07 Vestur - Faroe Islands Meistaradeildin 2023,Faroe Islands Meistaradeildin,2023,-0.398878359,0.642225112,0.103104589,0.774381682,1.132263899,0.311140068,0.071864872,0.6683016,1.250940034,0.147674192,71,51.544952,3.3863137,67.44727583
07 Vestur - Faroe Islands Meistaradeildin 2024,Faroe Islands Meistaradeildin,2024,0.085506295,0.177806196,-0.728154415,0.097787841,-0.619041058,-0.720441708,-0.527697763,-0.506635802,0.105289744,-0.326996795,178,-29.219152,59.92409,46.07037646
07 Vestur - Faroe Islands Meistaradeildin 2025,Faroe Islands Meistaradeildin,2025,-0.893626107,0.289100679,-0.378715234,0.93026459,0.479192719,-0.32854452,0.054339774,0.31797102,0.115600331,-0.110026828,31,27.75931,26.987085,35.93008825
07 Vestur - Faroe Islands Meistaradeildin 2026,Faroe Islands Meistaradeildin,2026,-0.756083901,0.404164214,-1.06846098,-0.007804226,0.549795778,-0.646229838,-0.890896865,-0.205642724,0.037032358,-0.82891978,151,-29.570118,25.613527,58.48731684
1.FK Příbram U17 - Czech U17 League 22-23,Czech U17 League,22-23,-1.017663692,-2.253099877,-0.72838668,-1.679317727,-2.412006002,0.512865334,-1.757845711,-1.097258188,-1.35826158,-1.571654357,17,-93.09078,21.943176,116.7286825
12 de Octubre - Paraguay Division Profesional 2022,Paraguay Division Profesional,2022,0.376908617,-1.01957348,0.223696672,0.141009633,0.508721938,0.722893091,-0.58809095,0.951265234,-1.549745462,-0.080370967,142,-21.56315,-68.68169,135.4532107
1599 Şelimbăr - Romanian Liga II 22-23,Romanian Liga II,22-23,0.030754645,-0.511998294,0.037895537,0.205594823,1.604483313,0.510663448,-0.444965867,-0.90299069,-1.012203858,-0.163211618,199,12.532112,-49.980488,111.2792133
1599 Şelimbăr - Romanian Liga II 23-24,Romanian Liga II,23-24,0.448276415,-0.430151357,-0.665269387,-0.1947439,0.800631715,-0.060817214,-0.832278421,-0.764654059,-0.728802237,-0.480441573,106,-14.926127,-10.441147,78.37943386
1599 Şelimbăr - Romanian Liga II 24-25,Romanian Liga II,24-25,0.091697739,-0.630163883,-0.692667982,0.521198374,-0.119558074,-0.92408633,-0.884074611,0.145541311,-0.84848251,-0.53417434,178,-35.915638,-47.205994,120.5722526
1599 Şelimbăr - Romanian Liga II 25-26,Romanian Liga II,25-26,-0.356665453,-0.571658247,-0.654420337,0.171528151,-0.252893091,-1.196247837,-0.285507847,-0.681099624,-0.954242996,-0.516866415,4,-48.344883,23.374842,75.36639207
1860 München - 3. Liga 22-23,3. Liga,22-23,-0.12867055,-0.270583476,0.998648861,0.149916494,0.965896673,0.859477586,0.614187565,0.880214294,0.134343109,0.393426647,37,59.63692,-35.525795,105.7877989
1860 München - 3. Liga 23-24,3. Liga,23-24,0.169728292,-0.435108527,0.42903563,-0.013113674,0.575074108,1.132552503,0.01172486,0.536046436,0.608314492,0.403958728,37,43.624115,-22.602625,87.99572902
1860 München - 3. Liga 24-25,3. Liga,24-25,-0.096651666,-0.248529171,-0.526534627,0.009104157,-0.006140319,-0.728707338,-0.228252114,0.296163202,0.637809886,-0.330917444,8,-9.4434395,26.006872,43.93302099
1860 München - 3. Liga 25-26,3. Liga,25-26,-0.019484892,0.191927009,0.060083977,-0.132762837,0.043327511,-1.092777122,0.28894836,-0.037795202,1.055960869,0.023172194,20,-6.2686195,40.691536,30.90188545
1860 München U17 - U17 Bundesliga 22-23,U17 Bundesliga,22-23,-0.124700841,-0.261578907,0.547315166,0.104643723,0.704603277,1.561239131,-0.024623112,0.764234827,0.910194971,0.426902461,125,43.945095,-22.389921,87.8916291
1860 München U17 - U17 Bundesliga 23-24,U17 Bundesliga,23-24,-0.862931241,0.229804264,0.078530778,-0.202346084,0.479920955,1.013251726,0.530139652,1.202784055,1.828823894,-0.047062815,147,45.36083,-24.957832,90.7727193
1860 München U17 - U17 Bundesliga 24-25,U17 Bundesliga,24-25,0.518932227,-0.203054952,1.476088204,1.408530202,0.866863392,1.054166507,2.58686726,0.644458233,0.663083005,1.792079766,2,80.57665,-16.885029,100.8114212
1860 München U17 - U17 Bundesliga 25-26,U17 Bundesliga,25-26,0.21991487,-0.444534501,0.859864802,0.876410573,1.670116649,-0.100444293,1.392514963,1.267294457,0.346802815,1.10441088,190,79.74603,-37.6567,117.1911336
1860 München U19 - U19 Bundesliga 22-23,U19 Bundesliga,22-23,0.346207878,-0.196840408,-0.588632776,-0.636866348,-0.679018609,0.917036136,-0.144540447,-0.784768565,1.064639888,0.119970655,3,-5.2807055,-5.674963,70.4511564
1860 München U19 - U19 Bundesliga 23-24,U19 Bundesliga,23-24,-0.456435627,0.243582194,0.685660877,0.615804636,-0.039345839,2.820353385,0.787190473,0.715499794,1.561674958,1.154469632,72,56.0086,-15.905732,86.50095041
1860 München U19 - U19 Bundesliga 24-25,U19 Bundesliga,24-25,-0.352711047,-0.955333215,-0.512288113,0.128783758,-1.59208314,1.317700881,0.258525787,0.910113855,0.542243751,0.167554684,84,-1.0330122,-42.814396,105.5529901
1860 München U19 - U19 Bundesliga 25-26,U19 Bundesliga,25-26,-0.621442524,-1.10817834,-0.614891878,-0.346205766,-1.305181719,-0.364579056,0.227520831,-0.402172403,0.292096142,-0.407066371,111,-44.2758,15.650154,76.22668465
1º Dezembro - Campeonato de Portugal 22-23,Campeonato de Portugal,22-23,1.475675501,-0.624860137,-0.808108285,-0.545285229,0.417191122,0.042710143,-0.476067593,0.689568908,-1.754419965,-0.250952159,142,-25.257387,-65.56609,133.5859364
1º Dezembro - Portuguese Liga 3 23-24,Portuguese Liga 3,23-24,0.510191701,0.450902264,-0.052632061,-0.229636461,0.396797168,0.050676809,-0.588371226,0.248055594,0.215356193,-0.208357889,157,-4.890047,1.8707972,63.19571755
1º Dezembro - Portuguese Liga 3 24-25,Portuguese Liga 3,24-25,0.024259948,0.366970129,-1.127962673,-0.545362165,-0.497449115,-1.171733695,-1.148484283,-1.024780277,1.161729102,-0.82849954,118,-43.85516,50.324615,61.65776622
1º Dezembro - Portuguese Liga 3 25-26,Portuguese Liga 3,25-26,-0.189888436,0.342822981,-0.554462148,-0.001540757,0.370887315,-1.19882689,-0.679565646,-0.40652359,1.02177922,-0.638417325,53,-16.911299,47.169067,36.55119835
2 de Mayo - Paraguay Division Profesional 2024,Paraguay Division Profesional,2024,0.072926336,0.184761837,-0.596315532,-0.035243931,-0.484473182,0.093250534,-0.613544993,-0.557772979,0.084266403,-0.19977698,191,-23.94776,17.72161,59.62218703
2 de Mayo - Paraguay Division Profesional 2025,Paraguay Division Profesional,2025,0.045831253,0.077068883,-0.722600612,0.340093612,0.346340908,-1.027717919,-0.516394439,-0.296285449,-0.645506588,-0.359321404,178,-32.22333,24.898726,61.03645565
2 de Mayo - Paraguay Division Profesional 2026,Paraguay Division Profesional,2026,-0.226043213,0.461990397,-1.003656121,-0.059454964,-0.652388386,-1.038488836,-0.87906393,-0.964349863,-0.407838159,-0.573432657,74,-54.496696,39.69408,74.50582043
22 de Julio - Ecuador Liga Pro Serie B 2025,Ecuador Liga Pro Serie B,2025,0.078114394,-1.033896867,-1.13807236,-1.157295833,-1.014539796,-0.91025771,-1.00106599,-0.675409358,-0.541731355,-1.048548081,92,-76.20323,8.719671,106.8250088
22 de Julio - Ecuador Liga Pro Serie B 2026,Ecuador Liga Pro Serie B,2026,-0.287329565,-1.437466222,-1.612745111,-1.399211463,-1.046651821,-0.947243042,-1.498660949,1.642555056,-1.77784841,-1.313597698,119,-79.75116,-18.457056,125.2048366
9 de Octubre - Ecuador Liga Pro 2022,Ecuador Liga Pro,2022,-0.165443696,-0.435562833,0.135411819,-0.7802318,0.028645331,0.260269539,-0.414142403,0.768868998,0.232030289,-0.331853315,179,-0.39077428,-36.437775,99.16067471
9 de Octubre - Ecuador Liga Pro Serie B 2023,Ecuador Liga Pro Serie B,2023,-0.297805872,-0.226692536,-0.527261136,-1.04217876,-1.305185778,0.202832974,-1.28314871,0.001881916,-0.195317086,-0.864688274,45,-76.516205,27.16826,99.36456036
9 de Octubre - Ecuador Liga Pro Serie B 2024,Ecuador Liga Pro Serie B,2024,0.217474703,0.123279217,-1.431124869,-1.166542894,-1.167484064,-1.607707078,-1.59365905,-0.115147215,-0.209755896,-1.326421711,47,-72.85375,35.47919,93.30646432
9 de Octubre - Ecuador Liga Pro Serie B 2025,Ecuador Liga Pro Serie B,2025,0.273593168,-0.055320776,-0.864899157,-0.380118157,-0.996402101,-1.152365383,-0.731429229,-0.570095204,-0.271899416,-0.623288379,38,-57.6245,29.541716,80.91458723
9 de Octubre - Ecuador Liga Pro Serie B 2026,Ecuador Liga Pro Serie B,2026,-0.129839988,0.430948534,-0.119071651,-0.155607634,0.796835976,-1.050879536,-0.279227748,-0.673418568,-0.050888756,-0.241215571,70,-19.41592,33.174908,45.82872348
A'Ali - Bahrain Premier League 24-25,Bahrain Premier League,24-25,-0.011563918,0.027948439,-1.004544051,-0.783687458,-1.565069302,-0.788658489,-1.647132694,-0.810927062,0.902727697,-0.803244417,12,-70.36571,48.63364,88.10187477
A'Ali - Bahrain Premier League 25-26,Bahrain Premier League,25-26,-0.205841813,0.077594864,-1.392276747,-1.794710642,-1.666007354,-1.039300749,-1.603954277,-0.909692648,-0.105383098,-1.211034634,166,-72.43816,38.99443,91.99533215
AB - Danish 2. Division 22-23,Danish 2. Division,22-23,-0.514683309,-0.13593266,0.11147891,0.490136082,-0.553428069,-0.437142971,-0.477209694,-0.442542153,0.521147656,-0.155225506,156,0.663639,36.924454,29.18065617
AB - Danish 2. Division 23-24,Danish 2. Division,23-24,0.004841887,0.128762772,0.082662384,0.170586267,0.686218189,0.14126975,-0.079661951,-0.271226923,-0.087174496,0.050179672,48,14.025047,-20.1971,81.4610892
AB - Danish 2. Division 24-25,Danish 2. Division,24-25,0.22343016,-0.520478296,-0.119188186,0.562339395,0.843165129,0.388604012,0.837701712,1.133120007,0.207195834,0.375489751,16,47.541115,-45.489815,111.036127
AB - Danish 2. Division 25-26,Danish 2. Division,25-26,0.14717154,0.109459566,1.600852896,1.847964286,1.077113767,0.360105477,2.639843548,0.154864205,-0.336552516,1.671579205,2,82.15846,-8.084913,95.23632928
AB - Faroe Islands Meistaradeildin 2023,Faroe Islands Meistaradeildin,2023,0.112322168,-1.063835245,-0.083107939,-1.153284526,0.074300947,0.009022077,-0.112010408,0.553212622,-0.689198275,-0.439269424,115,-16.184084,-56.35329,122.1170507
AB - Faroe Islands Meistaradeildin 2026,Faroe Islands Meistaradeildin,2026,-0.28381114,0.922468339,-1.060634834,0.240423775,-0.780941017,-1.374171256,-1.011802836,-0.345127532,0.107158527,-0.851318007,74,-36.432228,50.501064,54.33229155
AB Tårnby - Danish 3. Division 22-23,Danish 3. Division,22-23,-0.859669302,0.179623005,-0.105649595,0.807318131,-0.807122816,0.417560181,-0.452916517,-0.955360383,-0.158667116,-0.155718316,156,-0.4339073,22.575426,42.3227052
AB U17 - Danish U17 Division 22-23,Danish U17 Division,22-23,-0.461642401,1.220765331,1.710383544,1.283788565,-0.620901149,3.612526799,1.432586035,0.296709813,1.488364112,1.6393179,117,100.396866,1.9629171,102.4391404
AB U17 - Danish U17 Division 23-24,Danish U17 Division,23-24,-0.117403515,1.340313965,1.33374618,1.536933524,0.771787399,1.832923096,1.596929029,-0.088702316,1.709761292,1.59178044,25,95.21704,0.6676492,99.04590238
AB U17 - Danish U17 Division 24-25,Danish U17 Division,24-25,-0.207499546,0.812502852,0.902228208,1.408355969,0.206566955,1.100569139,1.484803673,0.311425632,1.792244414,1.449269045,32,79.26491,27.669104,70.87379028
AB U17 - Danish U17 Division 25-26,Danish U17 Division,25-26,-0.602731066,0.335102059,0.238371586,1.152590845,-0.522415598,0.005488065,1.026693358,0.666896748,0.952851108,0.75359987,109,66.59638,24.289568,61.9670275
AB U19 - Danish U19 Division 22-23,Danish U19 Division,22-23,-0.699296843,0.75486778,0.927242988,-0.003295098,-0.809501527,1.048368389,0.137846997,-0.350324979,1.409815323,0.463349744,50,54.090134,44.212257,40.95360831
AB U19 - Danish U19 Division 23-24,Danish U19 Division,23-24,-0.487464155,1.417850335,1.004022323,0.678769235,-0.466982225,1.448272645,1.362221909,0.092970684,1.317023452,1.01457236,198,79.4538,29.781214,70.06759912
AB U19 - Danish U19 Division 24-25,Danish U19 Division,24-25,-0.04537906,0.624179084,0.564290378,0.719528732,-0.749989279,1.090007289,0.857618501,0.217163321,1.570236322,0.905573009,189,68.37167,42.75792,54.74402034
AB U19 - Danish U19 Division 25-26,Danish U19 Division,25-26,-0.128559495,0.048750425,0.598142257,0.266128308,-0.62032088,-0.324141808,1.625086957,1.313919578,1.228003993,0.833472907,109,42.38467,-0.2523359,66.56715418
ABB - Bolivian LFPB 2025,Bolivian LFPB,2025,-0.735763355,-0.222066107,-1.194571271,-1.39036088,-1.506458455,-1.11135198,-1.035446926,-0.223402497,-0.593998197,-1.238097082,193,-81.16211,6.522497,112.2247636
ABC - Brazil Serie B 2023,Brazil Serie B,2023,0.086092058,0.13108197,-0.494967369,-1.318424722,-0.76652168,-0.112205961,-1.301855029,0.061047457,-0.826168847,-0.857432204,13,-56.510883,-22.124123,111.0173319
ABC - Brazil Serie C 2022,Brazil Serie C,2022,0.757732241,-0.961711204,-0.373041204,-1.217636738,-0.074222335,0.281370955,-1.192773647,0.077872014,-1.170282246,-0.636736106,100,-53.58954,-30.36075,115.5230461
ABC - Brazil Serie C 2024,Brazil Serie C,2024,0.19142469,-0.529876801,-0.799172444,-1.215212559,0.631077051,-1.230175575,-0.86916307,-0.063240589,-0.647106825,-0.958535313,126,-55.763775,4.0549808,92.39936464
ABC - Brazil Serie C 2025,Brazil Serie C,2025,0.269017312,-0.134329894,0.017484705,-0.262739099,1.584385002,-0.803594504,0.411441277,1.099504039,-0.571791861,-0.171559053,33,33.24319,-63.191746,125.4849482
AC Leon - Serie D  Girone B 25-26,Serie D  Girone B,25-26,-0.105109652,0.107066392,-0.79101315,-0.165746619,-1.017824613,-0.767110791,-0.495398991,0.54552024,0.670019104,-0.532636106,8,-39.897625,11.024983,75.74610782
ACS Muscelul Campulung Elite - Romanian Liga II 24-25,Romanian Liga II,24-25,-0.830182096,-0.09740201,-1.501048896,-0.669176228,-2.270852401,-0.958216562,-2.094299827,-0.210457341,-0.444758959,-1.55599788,47,-75.84243,37.012093,95.78395438
ACS Muscelul Campulung Elite - Romanian Liga II 25-26,Romanian Liga II,25-26,-0.872228044,-0.707012677,-1.520567674,-0.783461677,-0.928605377,-0.71338876,-1.407528264,-0.288816194,-0.365899846,-1.358552013,55,-73.52627,12.197084,102.7989847
ACV - Tweede Divisie 23-24,Tweede Divisie,23-24,-0.351505037,0.804004021,0.122143382,1.066274643,-1.310112717,1.117409399,-0.207058553,-0.251855075,-0.080686678,0.521749505,176,48.91749,53.17955,33.07543636
ACV - Tweede Divisie 24-25,Tweede Divisie,24-25,-0.669926544,0.356215789,-0.103903336,1.472451941,-0.7363392,-0.013944112,0.333191107,-0.084490486,0.380586723,0.457420317,15,21.82075,62.79543,5.231863638
ACV - Tweede Divisie 25-26,Tweede Divisie,25-26,-0.316442273,-0.583008096,-0.228229347,1.134951809,0.911368574,-0.402145178,0.484395123,0.250794729,-0.162669367,0.240333658,48,31.351156,7.8493285,55.3057846
AD Marco 09 - Campeonato de Portugal 23-24,Campeonato de Portugal,23-24,0.376974927,-0.312725464,0.077919727,-0.306551544,0.418016226,0.469831587,-0.337119996,-0.384773546,-0.383667774,-0.068065477,187,-9.3615465,-13.300054,78.98569207
AD Marco 09 - Portuguese Liga 3 25-26,Portuguese Liga 3,25-26,-0.206889617,-0.26958461,-0.641571291,-0.401513049,0.348677862,-0.912040978,-0.523973753,-0.183363621,0.137972637,-0.618898333,67,-26.153795,30.31693,52.93959799
ADO '20 - Tweede Divisie 23-24,Tweede Divisie,23-24,-0.092724527,0.196609652,0.092755981,0.51473741,-0.598859568,1.861188808,0.133927543,-0.333668934,-0.582428348,0.587173882,180,17.000597,-11.0421715,72.25794174
ADO '20 - Tweede Divisie 24-25,Tweede Divisie,24-25,-1.217057892,-0.573277028,-1.405824406,0.345158176,-0.89836305,-0.204875396,-0.877375316,-0.940754596,-0.085282082,-0.770135278,123,-58.917114,50.04787,76.56902377
ADO Den Haag - Eerste Divisie 22-23,Eerste Divisie,22-23,-0.252558416,0.360622891,1.014430244,0.332828452,1.65577006,1.42043391,0.452716121,-0.034801436,0.030926398,0.636653591,57,38.675606,-17.955101,82.12849919
ADO Den Haag - Eerste Divisie 23-24,Eerste Divisie,23-24,-0.131611781,0.505562754,1.563605356,1.102338834,0.866311113,0.405496699,0.79122312,0.111253632,0.152163788,0.921020041,10,68.458405,-4.0831857,83.24120652
ADO Den Haag - Eerste Divisie 24-25,Eerste Divisie,24-25,-0.166115477,-0.24960307,0.83918521,0.480703016,0.450729136,-0.811704089,1.317063427,0.555574352,-0.097465437,0.615775485,16,42.967552,-50.15886,114.3996219
ADO Den Haag - Eerste Divisie 25-26,Eerste Divisie,25-26,0.008707404,1.281211586,1.246036973,1.828575957,2.620286044,-0.784000693,2.80862632,1.52335209,0.801617804,1.297570764,85,94.21489,-16.541416,109.6999925
ADT - Peruvian Liga 1 2022,Peruvian Liga 1,2022,0.889512066,-1.055788944,-0.270500851,-1.288208449,-0.004215538,1.549351606,-0.671082619,1.023358539,-2.084749039,-0.208398203,138,-34.123352,-74.892136,145.3336544
ADT - Peruvian Liga 1 2023,Peruvian Liga 1,2023,0.048554267,-1.131815256,-0.171614476,-1.258513144,0.656714654,0.95805014,-0.346583201,1.507363566,-1.602319812,-0.360171733,138,-32.647686,-76.17866,146.0326178
ADT - Peruvian Liga 1 2024,Peruvian Liga 1,2024,-0.516967224,0.141678665,0.387565135,0.079769582,0.964951412,-0.363085916,0.445587489,-0.257333454,-0.542321714,0.094379786,158,35.53923,13.202703,51.52819197
ADT - Peruvian Liga 1 2025,Peruvian Liga 1,2025,-0.849858742,-0.178021479,0.102452234,0.234659593,0.720178615,-1.183929125,0.102818398,-0.274310213,-0.218058366,-0.344239542,70,-17.288837,33.80149,43.770309
ADT - Peruvian Liga 1 2026,Peruvian Liga 1,2026,-0.417727058,0.299656074,-0.187124828,-0.673621192,0.119053986,-1.393306796,-0.145348946,-1.189215803,-0.247600256,-0.531741081,4,-35.547905,35.708023,58.26153859
AE Kifisias U19 - Greek U19 Super League 23-24,Greek U19 Super League,23-24,-0.290125694,-0.313783351,-0.570693126,-0.977378112,-1.57259551,0.945896314,-1.011033321,0.362144897,0.364753651,-0.631816708,102,-37.857727,-7.9986367,88.21392094
AE Kifisias U19 - Greek U19 Super League 25-26,Greek U19 Super League,25-26,0.489289286,-0.214962248,-0.592879723,-0.219524234,-2.02544857,0.032739752,-0.885331716,-0.235728951,0.735248636,-0.401047494,171,-70.61291,28.121513,93.49879373
AE Larissa U19 - Greek U19 Super League 25-26,Greek U19 Super League,25-26,-0.535449611,-1.617506475,-1.889185787,-1.908638176,-3.129124813,-1.458360675,-2.523937992,-0.039987634,-0.316139887,-1.86961428,54,-98.21997,5.813906,127.6971353
AE Zakakiou - Cyprus 1. Division 23-24,Cyprus 1. Division,23-24,-0.025931064,-0.815671179,-0.594677907,-1.005380999,-1.223095125,0.056570872,-0.900240814,-1.104754277,-0.228811038,-0.737875028,45,-69.44966,19.520561,95.82897445
AE Zakakiou - Cyprus 2. Division 22-23,Cyprus 2. Division,22-23,1.233937514,-1.247631852,0.389250398,-0.638995354,-0.058350586,1.557368296,-0.003969094,0.882767025,-0.95847852,0.093165889,40,-0.7837991,-61.290382,123.7661734
AE Zakakiou - Cyprus 2. Division 24-25,Cyprus 2. Division,24-25,-0.158837075,0.156913507,-0.807070497,0.256261455,0.065675524,0.053395191,-0.44770238,0.103349615,0.616336765,-0.271928686,8,-6.893924,27.255253,41.42796296
AE Zakakiou - Cyprus 2. Division 25-26,Cyprus 2. Division,25-26,-0.068623305,-0.230959383,-0.899415814,-0.371114805,-1.885977933,-0.959155442,-1.154184095,-0.246960154,-0.580582893,-0.967826392,123,-79.16763,18.199171,105.1976967
AEK Athens - Greek Super League 22-23,Greek Super League,22-23,0.507860786,1.253906738,2.468375421,1.367701985,2.344202878,1.576593382,2.150606323,1.172271701,-0.024835577,1.830433832,160,89.084175,-11.197896,102.2933338
AEK Athens - Greek Super League 23-24,Greek Super League,23-24,0.260957332,1.335583757,1.557705743,1.045671753,2.167750178,0.921200608,2.264815553,1.435105339,0.627252793,1.420820536,160,90.807076,-15.814116,106.7975642
AEK Athens - Greek Super League 24-25,Greek Super League,24-25,0.146615262,1.380106409,0.583540104,1.370611052,1.000468421,0.063023579,1.696807192,1.53233413,-0.381260342,0.941046044,135,84.300385,-23.407215,108.2259156
AEK Athens - Greek Super League 25-26,Greek Super League,25-26,0.514080699,1.162253442,0.437460973,0.165129528,1.133059854,-0.650389474,1.349216463,0.356988608,-0.255719637,0.689132893,134,56.60878,5.34839,68.5802138
AEK Athens B - Greek Super League 2 22-23,Greek Super League 2,22-23,0.46815854,0.507943661,0.402636864,0.62453582,0.524980127,1.804567882,-0.211278071,-0.731126145,0.697975171,0.291624034,93,44.51514,-11.756121,78.04590245
AEK Athens B - Greek Super League 2 24-25,Greek Super League 2,24-25,0.686520969,-0.177619697,-1.225222955,-0.464607564,-1.52621771,-0.317285898,-1.379716703,-1.11544257,0.394058098,-0.850995588,12,-76.34952,20.052427,101.8695662
AEK Athens U19 - Greek U19 Super League 22-23,Greek U19 Super League,22-23,1.400489574,0.396771376,0.664775666,0.536691639,-0.651976709,1.939761249,0.170434726,-0.18472161,1.098146705,0.551203757,174,45.28609,-14.413676,80.80442725
AEK Athens U19 - Greek U19 Super League 23-24,Greek U19 Super League,23-24,0.993914747,-0.089035321,0.904251803,-0.03422214,0.125765299,2.122142936,1.039887553,0.113089687,1.009400261,0.852284544,125,48.719555,-31.322136,97.87733645
AEK Athens U19 - Greek U19 Super League 24-25,Greek U19 Super League,24-25,0.285717706,-0.249517475,0.391336883,0.207168658,-0.169925511,1.66246381,0.815181219,0.999762976,0.499799552,0.75547921,125,47.791927,-34.404778,100.5072131
AEK Athens U19 - Greek U19 Super League 25-26,Greek U19 Super League,25-26,0.656067501,-0.825514371,-0.255758188,0.084835952,0.346191254,0.218046861,0.008147508,0.184434344,0.329872014,0.132306783,195,-21.517786,-25.510561,94.82728901
AEK Larnaca  - Cyprus 1. Division 22-23,Cyprus 1. Division,22-23,0.049627366,0.51826434,0.920771821,0.444310375,2.124892735,0.584369587,0.436099201,0.532442194,-0.134753201,0.580638634,9,70.49457,-32.039455,107.5920632
AEK Larnaca  - Cyprus 1. Division 23-24,Cyprus 1. Division,23-24,-0.200566263,1.136415399,1.000573386,0.51494804,1.632641084,1.389661559,0.848375283,0.39221589,0.09880097,0.869796959,57,70.61487,-0.05006567,81.5227298
AEK Larnaca  - Cyprus 1. Division 24-25,Cyprus 1. Division,24-25,-0.414552493,0.78454845,1.208982866,1.021162782,1.581244941,-0.221635206,1.342697341,0.705045308,-0.365327361,1.111591658,23,79.04965,-27.803236,108.6059206
AEK Larnaca  - Cyprus 1. Division 25-26,Cyprus 1. Division,25-26,-0.622889495,0.745620809,0.017174626,0.183376605,1.147746363,-0.515485745,0.644917789,-0.205060387,0.574757391,0.290806542,71,22.309752,37.34133,24.4943477
AEL - Cyprus 1. Division 22-23,Cyprus 1. Division,22-23,0.269232716,0.442434926,-0.380097621,-0.730145925,-0.737404019,0.390281258,-0.848599022,-0.409321909,0.173131129,-0.32050536,191,-20.34993,0.824195,70.92036374
AEL - Cyprus 1. Division 23-24,Cyprus 1. Division,23-24,-0.522223117,0.491572767,0.015245504,-0.489456827,-0.082916788,0.442025567,-0.554053889,-0.113309067,-0.23293487,-0.267895653,97,-6.1325364,-1.0205959,66.3382425
AEL - Cyprus 1. Division 24-25,Cyprus 1. Division,24-25,-0.244032036,0.410142879,-0.796336424,-0.608221058,-0.424762046,-0.334185119,-0.628442085,0.118832742,-0.047118579,-0.556739674,60,-51.614883,32.83142,74.09985985
AEL - Cyprus 1. Division 25-26,Cyprus 1. Division,25-26,-0.496593094,-0.008375749,-0.556992403,-0.607237859,-0.337128718,-0.861637639,-0.654598654,-0.418931602,-0.083457734,-0.572058166,67,-47.349865,34.926476,69.35828841
AF Elbasani - Albanian Kategoria Superiore 24-25,Albanian Kategoria Superiore,24-25,0.340501254,-0.115901094,-0.611979058,-0.262122274,0.631913818,-0.435188599,-0.258792057,-0.133800048,0.150088411,-0.304052517,157,-13.342157,14.319622,55.76538159
